name_File;_1;_2;_3;_4;_5;_6;_7;_8;_9;_10;_11;_12
MA1_041;"(""QRS"", ""QRS"")";"(""QRS"", ""QRS"")";"(""Q"", ""Q"")";"(""QR"", ""QR"")";"(""RS"", ""R"")";"(""QRS"", ""QRS"")";"(""QR"", ""QR"")";"(""QRS"", ""QRS"")";"(""QRS"", ""QRS"")";"(""QRS"", ""RS"")";"(""QRS"", ""QRS"")";"(""QRS"", ""QRS"")"
MA1_042;"(""QRS"", ""QRS"")";"(""QRS"", ""QRS"")";"(""RS"", ""Q"")";"(""Q"", ""Q"")";"(""QR"", ""QR"")";"(""QRS"", ""Q"")";"(""RS"", ""Q"")";"(""RS"", ""RS"")";"(""RS"", ""RS"")";"(""QRS"", ""QRS"")";"(""QR"", ""QR"")";"(""QR"", ""QRS"")"
MA1_043;"(""R"", ""RS"")";"(""R"", ""R"")";"(""QR"", ""QR"")";"(""Q"", ""QR"")";"(""QRS"", ""QRS"")";"(""R"", ""RS"")";"(""Q"", ""RS"")";"(""Q"", ""RS"")";"(""RS"", ""QRS"")";"(""RS"", ""R"")";"(""QR"", ""R"")";"(""QR"", ""R"")"
MA1_044;"(""QRS"", ""QRS"")";"(""R"", ""R"")";"(""R"", ""R"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""R"", ""R"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""RS"", ""QRS"")";"(""QRS"", ""QRS"")";"(""QR"", ""QRS"")"
MA1_045;"(""Q"", ""Q"")";"(""QRS"", ""QRS"")";"(""R"", ""R"")";"(""QR"", ""QRS"")";"(""Q"", ""Q"")";"(""R"", ""R"")";"(""R"", ""R"")";"(""RS"", ""RS"")";"(""RS"", ""Q"")";"(""RS"", ""RS"")";"(""RS"", ""RS"")";"(""RS"", ""RS"")"
MA1_046;"(""R"", ""R"")";"(""R"", ""R"")";"(""RS"", ""QRS"")";"(""Q"", ""Q"")";"(""R"", ""R"")";"(""RS"", ""R"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""QRS"", ""QRS"")";"(""R"", ""R"")"
MA1_047;"(""QR"", ""Q"")";"(""R"", ""R"")";"(""R"", ""R"")";"(""QR"", ""QRS"")";"(""Q"", ""Q"")";"(""R"", ""R"")";"(""QRS"", ""RS"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""RS"", ""Q"")";"(""RS"", ""RS"")"
MA1_048;"(""R"", ""RS"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""QR"", ""Q"")";"(""R"", ""R"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""RS"", ""RS"")";"(""RS"", ""RS"")";"(""RS"", ""R"")";"(""RS"", ""RS"")"
MA1_049;"(""R"", ""QRS"")";"(""QR"", ""QRS"")";"(""QR"", ""Q"")";"(""Q"", ""Q"")";"(""QRS"", ""QRS"")";"(""QR"", ""Q"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""RS"", ""RS"")";"(""RS"", ""RS"")";"(""RS"", ""R"")"
MA1_050;"(""Q"", ""Q"")";"(""R"", ""R"")";"(""R"", ""R"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""R"", ""R"")";"(""RS"", ""RS"")";"(""RS"", ""QRS"")";"(""QRS"", ""QRS"")";"(""R"", ""R"")";"(""R"", ""R"")";"(""R"", ""R"")"
MA1_051;"(""RS"", ""Q"")";"(""R"", ""R"")";"(""R"", ""QR"")";"(""QR"", ""Q"")";"(""RS"", ""Q"")";"(""QRS"", ""QRS"")";"(""QRS"", ""R"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""RS"", ""RS"")";"(""RS"", ""RS"")";"(""RS"", ""RS"")"
MA1_052;"(""R"", ""R"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""QR"", ""QRS"")";"(""R"", ""R"")";"(""Q"", ""Q"")";"(""QRS"", ""QRS"")";"(""QRS"", ""RS"")";"(""RS"", ""R"")";"(""QRS"", ""R"")";"(""QRS"", ""QRS"")";"(""R"", ""R"")"
MA1_053;"(""QRS"", ""R"")";"(""QRS"", ""R"")";"(""RS"", ""QRS"")";"(""Q"", ""Q"")";"(""QRS"", ""QRS"")";"(""R"", ""R"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""R"", ""R"")"
MA1_054;"(""R"", ""QR"")";"(""Q"", ""QR"")";"(""Q"", ""QR"")";"(""QR"", ""Q"")";"(""R"", ""QRS"")";"(""Q"", ""QR"")";"(""Q"", ""RS"")";"(""Q"", ""QR"")";"(""Q"", ""QR"")";"(""RS"", ""RS"")";"(""RS"", ""RS"")";"(""R"", ""RS"")"
MA1_055;"(""QRS"", ""QRS"")";"(""QR"", ""QR"")";"(""QR"", ""QR"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""QR"", ""QR"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""RS"", ""Q"")";"(""QRS"", ""RS"")";"(""QRS"", ""QRS"")";"(""QRS"", ""QRS"")"
MA1_056;"(""QRS"", ""QRS"")";"(""R"", ""R"")";"(""QRS"", ""QRS"")";"(""Q"", ""Q"")";"(""QR"", ""QRS"")";"(""QRS"", ""QRS"")";"(""QR"", ""Q"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""QRS"", ""QRS"")";"(""R"", ""R"")";"(""R"", ""R"")"
MA1_057;"(""R"", ""R"")";"(""R"", ""R"")";"(""QRS"", ""QRS"")";"(""Q"", ""Q"")";"(""R"", ""R"")";"(""R"", ""RS"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""QRS"", ""QRS"")";"(""QRS"", ""R"")";"(""QRS"", ""QRS"")"
MA1_058;"(""R"", ""Q"")";"(""R"", ""R"")";"(""R"", ""R"")";"(""Q"", ""QR"")";"(""Q"", ""QR"")";"(""R"", ""R"")";"(""Q"", ""RS"")";"(""RS"", ""RS"")";"(""Q"", ""RS"")";"(""RS"", ""R"")";"(""R"", ""R"")";"(""R"", ""R"")"
MA1_059;"(""RS"", ""RS"")";"(""QRS"", ""QRS"")";"(""QRS"", ""QRS"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""QRS"", ""R"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""RS"", ""QRS"")";"(""QRS"", ""QRS"")";"(""QR"", ""R"")"
MA1_060;"(""RS"", ""R"")";"(""QRS"", ""RS"")";"(""QR"", ""QR"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""QR"", ""QR"")";"(""RS"", ""Q"")";"(""RS"", ""QRS"")";"(""RS"", ""RS"")";"(""QRS"", ""QRS"")";"(""QRS"", ""QRS"")";"(""QRS"", ""QR"")"
