name_File;_1;_2;_3;_4;_5;_6;_7;_8;_9;_10;_11;_12
MA1_012;"(""QRS"", ""QRS"")";"(""QRS"", ""QRS"")";"(""QRS"", ""QRS"")";"(""QR"", ""Q"")";"(""QR"", ""QR"")";"(""QRS"", ""QRS"")";"(""QR"", ""Q"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""R"", ""R"")";"(""R"", ""R"")"
MA1_013;"(""R"", ""QR"")";"(""RS"", ""RS"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""R"", ""QR"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""RS"", ""R"")";"(""RS"", ""R"")";"(""RS"", ""R"")";"(""R"", ""R"")"
MA1_014;"(""R"", ""R"")";"(""R"", ""R"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""R"", ""QR"")";"(""QRS"", ""QRS"")";"(""R"", ""R"")";"(""R"", ""R"")";"(""R"", ""R"")";"(""RS"", ""RS"")";"(""RS"", ""RS"")";"(""R"", ""R"")"
MA1_015;"(""QRS"", ""QRS"")";"(""QR"", ""QRS"")";"(""QRS"", ""QR"")";"(""Q"", ""QR"")";"(""QR"", ""QR"")";"(""QRS"", ""QRS"")";"(""RS"", ""RS"")";"(""RS"", ""QRS"")";"(""QRS"", ""QRS"")";"(""QRS"", ""RS"")";"(""QRS"", ""RS"")";"(""QRS"", ""QRS"")"
MA1_016;"(""QRS"", ""R"")";"(""R"", ""R"")";"(""R"", ""R"")";"(""Q"", ""Q"")";"(""QR"", ""QR"")";"(""R"", ""R"")";"(""RS"", ""QR"")";"(""RS"", ""RS"")";"(""RS"", ""R"")";"(""RS"", ""R"")";"(""QRS"", ""QRS"")";"(""R"", ""R"")"
MA1_017;"(""R"", ""R"")";"(""QRS"", ""QRS"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""R"", ""R"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""QRS"", ""Q"")";"(""QRS"", ""R"")"
MA1_018;"(""QRS"", ""QRS"")";"(""QRS"", ""QRS"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""QRS"", ""QRS"")";"(""QR"", ""QR"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""Q"", ""RS"")";"(""R"", ""R"")"
MA1_019;"(""R"", ""R"")";"(""QRS"", ""QR"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""R"", ""R"")";"(""QR"", ""QR"")";"(""Q"", ""Q"")";"(""RS"", ""RS"")";"(""RS"", ""RS"")";"(""RS"", ""RS"")";"(""RS"", ""RS"")";"(""R"", ""R"")"
MA1_020;"(""R"", ""R"")";"(""R"", ""R"")";"(""R"", ""R"")";"(""Q"", ""Q"")";"(""Q"", ""QR"")";"(""R"", ""R"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""QRS"", ""QRS"")";"(""R"", ""R"")"
MA1_021;"(""QRS"", ""QRS"")";"(""R"", ""R"")";"(""QRS"", ""R"")";"(""Q"", ""Q"")";"(""QR"", ""Q"")";"(""R"", ""R"")";"(""QRS"", ""R"")";"(""RS"", ""QR"")";"(""RS"", ""RS"")";"(""RS"", ""R"")";"(""R"", ""RS"")";"(""R"", ""R"")"
MA1_022;"(""QR"", ""QR"")";"(""R"", ""QR"")";"(""QR"", ""RS"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""R"", ""QR"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")"
MA1_023;"(""R"", ""RS"")";"(""R"", ""Q"")";"(""Q"", ""QR"")";"(""Q"", ""QRS"")";"(""R"", ""R"")";"(""QR"", ""QR"")";"(""Q"", ""Q"")";"(""Q"", ""RS"")";"(""RS"", ""RS"")";"(""RS"", ""R"")";"(""R"", ""R"")";"(""R"", ""R"")"
MA1_024;"(""QRS"", ""QRS"")";"(""R"", ""R"")";"(""QRS"", ""Q"")";"(""Q"", ""Q"")";"(""QR"", ""QRS"")";"(""QRS"", ""R"")";"(""Q"", ""RS"")";"(""Q"", ""R"")";"(""Q"", ""R"")";"(""Q"", ""RS"")";"(""Q"", ""Q"")";"(""QRS"", ""QRS"")"
MA1_025;"(""QRS"", ""QR"")";"(""QRS"", ""QRS"")";"(""RS"", ""RS"")";"(""Q"", ""Q"")";"(""QR"", ""QR"")";"(""RS"", ""RS"")";"(""Q"", ""Q"")";"(""Q"", ""R"")";"(""RS"", ""R"")";"(""RS"", ""R"")";"(""RS"", ""R"")";"(""R"", ""R"")"
MA1_026;"(""R"", ""R"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""QR"", ""QR"")";"(""R"", ""QR"")";"(""Q"", ""Q"")";"(""R"", ""R"")";"(""R"", ""R"")";"(""R"", ""RS"")";"(""RS"", ""Q"")";"(""RS"", ""RS"")";"(""RS"", ""RS"")"
MA1_027;"(""Q"", ""Q"")";"(""RS"", ""QRS"")";"(""QRS"", ""QRS"")";"(""QR"", ""QR"")";"(""QR"", ""QR"")";"(""RS"", ""QRS"")";"(""QR"", ""QR"")";"(""Q"", ""Q"")";"(""RS"", ""Q"")";"(""RS"", ""QRS"")";"(""RS"", ""QRS"")";"(""QRS"", ""Q"")"
MA1_028;"(""QRS"", ""QR"")";"(""R"", ""RS"")";"(""R"", ""QRS"")";"(""Q"", ""RS"")";"(""Q"", ""QR"")";"(""R"", ""QRS"")";"(""Q"", ""QR"")";"(""Q"", ""QR"")";"(""Q"", ""QR"")";"(""QRS"", ""RS"")";"(""R"", ""RS"")";"(""R"", ""RS"")"
MA1_029;"(""R"", ""R"")";"(""R"", ""R"")";"(""R"", ""QR"")";"(""Q"", ""Q"")";"(""QRS"", ""QR"")";"(""R"", ""R"")";"(""R"", ""RS"")";"(""R"", ""RS"")";"(""R"", ""RS"")";"(""R"", ""R"")";"(""RS"", ""RS"")";"(""R"", ""QR"")"
MA1_030;"(""R"", ""R"")";"(""R"", ""QR"")";"(""R"", ""QR"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""R"", ""QR"")";"(""Q"", ""Q"")";"(""RS"", ""RS"")";"(""QRS"", ""QRS"")";"(""QRS"", ""R"")";"(""QRS"", ""R"")";"(""RS"", ""R"")"
MA1_031;"(""QRS"", ""QR"")";"(""R"", ""R"")";"(""QR"", ""QR"")";"(""Q"", ""Q"")";"(""QRS"", ""Q"")";"(""QR"", ""QR"")";"(""Q"", ""Q"")";"(""RS"", ""RS"")";"(""RS"", ""RS"")";"(""RS"", ""QRS"")";"(""QR"", ""QR"")";"(""QR"", ""QR"")"
MA1_032;"(""R"", ""R"")";"(""QRS"", ""QRS"")";"(""Q"", ""Q"")";"(""QR"", ""Q"")";"(""R"", ""R"")";"(""QR"", ""QR"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""RS"", ""QRS"")";"(""QR"", ""R"")";"(""QRS"", ""R"")"
MA1_033;"(""R"", ""R"")";"(""RS"", ""Q"")";"(""Q"", ""Q"")";"(""QR"", ""Q"")";"(""R"", ""R"")";"(""Q"", ""Q"")";"(""R"", ""R"")";"(""R"", ""R"")";"(""RS"", ""RS"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")"
MA1_034;"(""QRS"", ""Q"")";"(""R"", ""R"")";"(""R"", ""R"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""R"", ""R"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""RS"", ""Q"")";"(""RS"", ""RS"")";"(""RS"", ""RS"")";"(""QR"", ""QR"")"
MA1_035;"(""RS"", ""Q"")";"(""QR"", ""QRS"")";"(""QR"", ""QRS"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""QR"", ""QRS"")";"(""Q"", ""RS"")";"(""Q"", ""Q"")";"(""Q"", ""R"")";"(""RS"", ""RS"")";"(""RS"", ""RS"")";"(""R"", ""RS"")"
MA1_036;"(""R"", ""R"")";"(""QR"", ""Q"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""R"", ""R"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""Q"", ""QRS"")";"(""QRS"", ""QRS"")";"(""QRS"", ""QRS"")";"(""R"", ""R"")"
MA1_037;"(""QRS"", ""Q"")";"(""R"", ""RS"")";"(""R"", ""R"")";"(""Q"", ""QRS"")";"(""QRS"", ""QR"")";"(""R"", ""R"")";"(""Q"", ""RS"")";"(""RS"", ""QRS"")";"(""RS"", ""RS"")";"(""RS"", ""RS"")";"(""R"", ""R"")";"(""R"", ""RS"")"
MA1_038;"(""R"", ""QR"")";"(""QRS"", ""RS"")";"(""RS"", ""QRS"")";"(""Q"", ""Q"")";"(""QR"", ""QR"")";"(""RS"", ""QRS"")";"(""Q"", ""Q"")";"(""QRS"", ""RS"")";"(""QRS"", ""QRS"")";"(""RS"", ""QRS"")";"(""RS"", ""QRS"")";"(""R"", ""RS"")"
MA1_039;"(""R"", ""R"")";"(""RS"", ""QRS"")";"(""Q"", ""Q"")";"(""QR"", ""QR"")";"(""R"", ""QR"")";"(""RS"", ""QRS"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""QRS"", ""QRS"")"
MA1_040;"(""R"", ""RS"")";"(""RS"", ""QRS"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""R"", ""RS"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""RS"", ""QRS"")";"(""RS"", ""RS"")";"(""R"", ""RS"")"
MA1_041;"(""QRS"", ""QRS"")";"(""QRS"", ""QRS"")";"(""QRS"", ""Q"")";"(""QR"", ""QR"")";"(""QRS"", ""QR"")";"(""QRS"", ""QRS"")";"(""QR"", ""QRS"")";"(""QRS"", ""QRS"")";"(""QRS"", ""QRS"")";"(""QRS"", ""RS"")";"(""QRS"", ""QRS"")";"(""QRS"", ""QRS"")"
MA1_042;"(""QRS"", ""QR"")";"(""QRS"", ""QRS"")";"(""RS"", ""Q"")";"(""Q"", ""Q"")";"(""QRS"", ""QR"")";"(""RS"", ""Q"")";"(""RS"", ""Q"")";"(""RS"", ""RS"")";"(""RS"", ""RS"")";"(""QRS"", ""QRS"")";"(""QRS"", ""QRS"")";"(""QRS"", ""QRS"")"
MA1_043;"(""R"", ""RS"")";"(""R"", ""R"")";"(""QR"", ""QR"")";"(""Q"", ""QR"")";"(""QRS"", ""QRS"")";"(""R"", ""RS"")";"(""RS"", ""RS"")";"(""Q"", ""RS"")";"(""RS"", ""QRS"")";"(""R"", ""R"")";"(""R"", ""R"")";"(""R"", ""R"")"
MA1_044;"(""QRS"", ""QRS"")";"(""R"", ""R"")";"(""R"", ""R"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""R"", ""R"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""RS"", ""RS"")";"(""R"", ""R"")";"(""R"", ""RS"")"
MA1_045;"(""Q"", ""Q"")";"(""QRS"", ""QRS"")";"(""R"", ""R"")";"(""QR"", ""QR"")";"(""Q"", ""Q"")";"(""QRS"", ""QR"")";"(""R"", ""R"")";"(""RS"", ""QRS"")";"(""QRS"", ""Q"")";"(""RS"", ""RS"")";"(""RS"", ""RS"")";"(""RS"", ""QRS"")"
MA1_046;"(""R"", ""R"")";"(""R"", ""R"")";"(""RS"", ""Q"")";"(""Q"", ""Q"")";"(""R"", ""R"")";"(""RS"", ""R"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""QRS"", ""QRS"")";"(""R"", ""R"")"
MA1_047;"(""QR"", ""Q"")";"(""R"", ""R"")";"(""R"", ""R"")";"(""QR"", ""Q"")";"(""Q"", ""Q"")";"(""R"", ""R"")";"(""QRS"", ""QR"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""RS"", ""Q"")";"(""RS"", ""QRS"")"
MA1_048;"(""R"", ""R"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""QR"", ""Q"")";"(""R"", ""R"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""RS"", ""RS"")";"(""RS"", ""RS"")";"(""RS"", ""QR"")";"(""RS"", ""QRS"")"
MA1_049;"(""QRS"", ""QRS"")";"(""QR"", ""QR"")";"(""QR"", ""Q"")";"(""Q"", ""Q"")";"(""QRS"", ""QR"")";"(""QR"", ""QR"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""RS"", ""QRS"")";"(""RS"", ""QR"")";"(""R"", ""R"")"
MA1_050;"(""Q"", ""Q"")";"(""RS"", ""R"")";"(""RS"", ""R"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""RS"", ""R"")";"(""R"", ""R"")";"(""RS"", ""QRS"")";"(""RS"", ""R"")";"(""RS"", ""R"")";"(""RS"", ""R"")";"(""RS"", ""R"")"
MA1_051;"(""RS"", ""Q"")";"(""QRS"", ""QRS"")";"(""QRS"", ""QR"")";"(""QR"", ""Q"")";"(""RS"", ""Q"")";"(""QRS"", ""QRS"")";"(""QRS"", ""R"")";"(""Q"", ""RS"")";"(""Q"", ""Q"")";"(""RS"", ""RS"")";"(""RS"", ""RS"")";"(""RS"", ""QRS"")"
MA1_052;"(""QRS"", ""R"")";"(""RS"", ""Q"")";"(""Q"", ""Q"")";"(""QR"", ""Q"")";"(""QRS"", ""R"")";"(""Q"", ""Q"")";"(""QRS"", ""QRS"")";"(""QRS"", ""QRS"")";"(""RS"", ""R"")";"(""RS"", ""QRS"")";"(""QRS"", ""QR"")";"(""QRS"", ""R"")"
MA1_053;"(""QRS"", ""QRS"")";"(""QRS"", ""R"")";"(""RS"", ""QRS"")";"(""QR"", ""Q"")";"(""QRS"", ""QRS"")";"(""R"", ""R"")";"(""Q"", ""RS"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""R"", ""R"")"
MA1_054;"(""QRS"", ""RS"")";"(""Q"", ""QRS"")";"(""Q"", ""QR"")";"(""QR"", ""QRS"")";"(""R"", ""QRS"")";"(""Q"", ""QR"")";"(""Q"", ""RS"")";"(""Q"", ""QR"")";"(""Q"", ""QR"")";"(""RS"", ""RS"")";"(""QR"", ""RS"")";"(""R"", ""RS"")"
MA1_055;"(""QRS"", ""QRS"")";"(""QR"", ""QR"")";"(""QR"", ""QR"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""QR"", ""QR"")";"(""RS"", ""Q"")";"(""Q"", ""RS"")";"(""QRS"", ""QRS"")";"(""RS"", ""RS"")";"(""QRS"", ""QRS"")";"(""QRS"", ""QRS"")"
MA1_056;"(""QRS"", ""QRS"")";"(""QRS"", ""QRS"")";"(""QRS"", ""QRS"")";"(""QR"", ""Q"")";"(""QR"", ""QR"")";"(""QRS"", ""QRS"")";"(""QR"", ""Q"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""QRS"", ""Q"")";"(""QRS"", ""QRS"")";"(""R"", ""R"")"
MA1_057;"(""R"", ""QR"")";"(""R"", ""R"")";"(""QRS"", ""QRS"")";"(""Q"", ""Q"")";"(""R"", ""R"")";"(""R"", ""QR"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""QRS"", ""R"")";"(""QRS"", ""R"")";"(""R"", ""R"")"
MA1_058;"(""R"", ""Q"")";"(""R"", ""R"")";"(""R"", ""R"")";"(""Q"", ""QR"")";"(""Q"", ""QR"")";"(""R"", ""R"")";"(""Q"", ""RS"")";"(""Q"", ""RS"")";"(""Q"", ""R"")";"(""RS"", ""R"")";"(""R"", ""R"")";"(""R"", ""R"")"
MA1_059;"(""QRS"", ""QRS"")";"(""R"", ""R"")";"(""QR"", ""R"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""QR"", ""R"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""RS"", ""QRS"")";"(""RS"", ""QRS"")";"(""R"", ""R"")"
MA1_060;"(""R"", ""R"")";"(""R"", ""RS"")";"(""R"", ""QR"")";"(""Q"", ""Q"")";"(""Q"", ""Q"")";"(""R"", ""QR"")";"(""RS"", ""Q"")";"(""RS"", ""QRS"")";"(""RS"", ""RS"")";"(""R"", ""R"")";"(""R"", ""R"")";"(""R"", ""QR"")"
